ours_model,baseline_model,metric,n_pairs,baseline_minus_ours_mean,baseline_minus_ours_median,bootstrap95_low,bootstrap95_high,paired_t_p,wilcoxon_p,direction_good_for_ours,paired_t_p_fdr,wilcoxon_p_fdr
explicit_residual_target_diffusion,train_mean_prior,rmse_kpa,25,2.286131709292008,2.3041504124705163,2.095198082010765,2.4813654206041895,9.94352450586754e-18,5.960464477539063e-08,True,2.556906301508796e-17,9.881822686446341e-08
explicit_residual_target_diffusion,train_mean_prior,mae_norm,25,0.054806284606456764,0.05968254804611209,0.04908722423762086,0.06000564912706612,4.2700006723163176e-16,5.960464477539063e-08,True,8.820001388718951e-16,9.881822686446341e-08
explicit_residual_target_diffusion,train_mean_prior,rmse_norm,25,0.057925327824231154,0.0607813105572913,0.05328538673176009,0.06229777527917461,9.66410908285364e-19,5.960464477539063e-08,True,2.969945718145265e-18,9.881822686446341e-08
explicit_residual_target_diffusion,unet_canonical_bxyz,mae_kpa,25,-0.13426385879516597,-0.09681105613708452,-0.20877901673316965,-0.07699577999114984,0.0006806096547157268,1.9669532775878906e-06,False,0.0009423825988371603,2.8818152671636536e-06
explicit_residual_target_diffusion,unet_canonical_bxyz,rmse_kpa,25,-0.08629323417438389,-0.07752263059290776,-0.12210372256920454,-0.053488313838248217,6.951526263340716e-05,4.5418739318847656e-05,False,9.84148662001045e-05,5.961209535598755e-05
explicit_residual_target_diffusion,unet_canonical_bxyz,mae_norm,25,-0.011266196966171265,-0.008018814027309404,-0.016279986359179027,-0.007231603547930717,8.59464057822211e-05,2.980232238769531e-07,False,0.00012032496809510955,4.6938657760620117e-07
explicit_residual_target_diffusion,unet_canonical_bxyz,rmse_norm,25,-0.0026489233515592223,-0.0017579388362874981,-0.00463152802274639,-0.0012632837136804472,0.006346100101845295,1.8298625946044922e-05,False,0.007688544354158723,2.5336559002216047e-05
explicit_residual_target_diffusion,unet_canonical_bxyz,crps_norm,25,0.01605981603264808,0.0185726620256901,0.012757489476352931,0.01860962859168647,2.0811653417489339e-10,4.172325134277344e-07,True,3.543605852167104e-10,6.490283542209202e-07
explicit_residual_target_diffusion,unet_canonical_bxyz,uce,25,0.08148039123210765,0.08048942109318909,0.076963594239736,0.08631558841699315,1.4960086986007243e-21,5.960464477539063e-08,True,6.98137392680338e-21,9.881822686446341e-08
explicit_residual_target_diffusion,unet_canonical_bxyz,ause_abs_error,25,0.041435035361012125,0.0406075476634783,0.03944690080891451,0.04330158158520649,6.682496696950383e-24,5.960464477539063e-08,True,3.827248108253401e-23,9.881822686446341e-08
explicit_residual_target_diffusion,unet_canonical_bxyz,width90_norm,25,-0.18884117603301998,-0.1898827105760574,-0.20586724926531308,-0.17246216841042036,4.2247994702716517e-17,5.960464477539063e-08,False,9.520482236374329e-17,9.881822686446341e-08
explicit_residual_target_diffusion,vanilla_diffusion,mae_kpa,25,9.659509859085084,9.373813390731812,9.304661280155182,10.038355624437333,7.85870471920723e-26,5.960464477539063e-08,True,6.188729966375694e-25,9.881822686446341e-08
explicit_residual_target_diffusion,vanilla_diffusion,rmse_kpa,25,4.840557930151688,4.579798580537261,4.465389604947484,5.2440864747771885,3.0990375512433845e-18,5.960464477539063e-08,True,8.488668075144923e-18,9.881822686446341e-08
explicit_residual_target_diffusion,vanilla_diffusion,mae_norm,25,0.36085156470537183,0.3550889045000077,0.352935804143548,0.3693693969398737,4.0580893544178555e-31,5.960464477539063e-08,True,7.30456083795214e-30,9.881822686446341e-08
explicit_residual_target_diffusion,vanilla_diffusion,rmse_norm,25,0.30034112961814996,0.29931974497243585,0.2926648048517353,0.3088099281460637,2.2541787762571397e-29,5.960464477539063e-08,True,3.550331572604995e-28,9.881822686446341e-08
