figure,dimension,device,device_label,model,model_label,train_N_per_device,train_N_total,seed,n_test_cases,evidence_level,mae_zbottom_mm,rmse_zbottom_mm,crps_zbottom_mm,cov90_zbottom,width90_zbottom_mm,auroc_fail_tau_1mm
Figure 3,3D,US,ultrasound,SRCNN_3D_proxy,SRCNN 3D proxy,400,400,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.8512038836287125,0.9272186430098491,0.7835015212729072,0.06791132873449934,0.34787423782821175,0.7986167935187544
Figure 3,3D,MMP,soft MMP,direct_scalar_regression,direct scalar regression,400,400,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.420704087729188,1.6521997675075224,0.968418168263759,0.8028198653198653,4.333859130744886,0.45522714720908386
Figure 3,3D,PIEZO,sheet piezo,direct_scalar_regression,direct scalar regression,400,400,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.1203967030404778,1.2899591501103285,0.7940032597185936,0.7356200897867564,4.3130608428679595,0.34370787886610876
Figure 3,3D,US,ultrasound,direct_scalar_regression,direct scalar regression,400,400,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.6224348789141632,1.878084703323971,1.0936500180750517,0.7786546015712683,4.815409794252746,0.4798810075735781
Figure 3,3D,MMP,soft MMP,unet_3d,3D U-Net,400,400,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6494421374912172,0.6995813046374006,0.6118568424350757,0.04729715857764627,0.22930273812711544,0.8800557753234978
Figure 3,3D,PIEZO,sheet piezo,unet_3d,3D U-Net,400,400,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.0100204160480184,1.287649846581219,1.0042415728641096,0.6235479797979798,3.8189648179444937,0.8212105102929353
Figure 3,3D,US,ultrasound,unet_3d,3D U-Net,400,400,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.9241672896073374,1.030671993464949,0.8642599634168867,0.06696435903752962,0.3708160764800319,0.7986167935187544
Figure 3,3D,MMP,soft MMP,kernel_gp,kernel GP,400,400,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5196256256101099,0.5690545127165985,0.3333522562578401,0.9010316580438531,1.325208520734966,0.9356028159306848
Figure 3,3D,PIEZO,sheet piezo,kernel_gp,kernel GP,400,400,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6105456989576575,0.8340047490665183,0.45349985582963265,0.888061167227834,2.8013295625511345,0.9588478085047406
Figure 3,3D,US,ultrasound,kernel_gp,kernel GP,400,400,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6805480204742033,0.7670994990236113,0.44319097855171036,0.8653061783143084,1.6133650440661977,0.969279688619634
Figure 3,3D,MMP,soft MMP,vanilla_3d_diffusion,vanilla 3D diffusion,400,1200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5384862826208198,0.5640384995187211,0.3298672914222614,0.924263468013468,1.784741650508296,0.5816361082754525
Figure 3,3D,PIEZO,sheet piezo,vanilla_3d_diffusion,vanilla 3D diffusion,400,1200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6150017782336843,0.9401399908299145,0.44206939930035394,0.9062130450849963,2.2248440895140864,0.965120411995412
Figure 3,3D,US,ultrasound,vanilla_3d_diffusion,vanilla 3D diffusion,400,1200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.501238036496325,0.5386452280167547,0.31519120516686777,0.9023569023569026,1.819911359361196,0.7653517551058536
Figure 3,3D,MMP,soft MMP,dps_inverse_diffusion,DPS inverse diffusion,400,400,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.4165358438939119,0.46371538055112055,0.2690986208858003,0.8670257794749664,1.0213474832100247,0.9238788238788238
Figure 3,3D,PIEZO,sheet piezo,dps_inverse_diffusion,DPS inverse diffusion,400,400,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.42216163366794207,0.5843246109804293,0.3249012538362721,0.9035072951739617,2.1758301601025827,0.9959051424269704
Figure 3,3D,US,ultrasound,dps_inverse_diffusion,DPS inverse diffusion,400,400,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5199260588408459,0.5725036205325953,0.33545643304341916,0.8511969286359531,1.1996988866276215,0.9635620779746464
Figure 3,3D,MMP,soft MMP,eapp_only_diffusion,Eapp-only diffusion,400,400,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.4869846841404231,0.5221609811960245,0.3000757617319109,0.9199985970819304,1.6778386959782314,0.4990942028985508
Figure 3,3D,PIEZO,sheet piezo,eapp_only_diffusion,Eapp-only diffusion,400,400,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.7239200072224828,1.1155191264499904,0.5316490929647011,0.8446379444855054,2.227981877268865,0.9413277046439732
Figure 3,3D,US,ultrasound,eapp_only_diffusion,Eapp-only diffusion,400,400,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5352845886349619,0.5878000701843789,0.34711713425708435,0.9218294051627385,2.0666753861874594,0.7431768527732977
Figure 3,3D,MMP,soft MMP,op_conditioned_diffusion_ours,operator-conditioned diffusion,400,1200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.2000473768499258,0.2569791085570634,0.12889773657005352,0.9383154033560539,0.8918419839831564,1.0
Figure 3,3D,PIEZO,sheet piezo,op_conditioned_diffusion_ours,operator-conditioned diffusion,400,1200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6098010977836927,0.7206807474731357,0.33256613688138414,0.8944670280036132,2.058521522434808,0.8123646967720154
Figure 3,3D,US,ultrasound,op_conditioned_diffusion_ours,operator-conditioned diffusion,400,1200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.2315885172052462,0.2879738582969351,0.144598146858962,0.9375070145903479,0.9226772962785249,0.9945945945945946
Figure 3,3D,MMP,soft MMP,SRCNN_3D_proxy,SRCNN 3D proxy,800,800,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6475687242086069,0.679524531223662,0.6036802206532097,0.043509279789767485,0.22881807556658706,0.8800557753234978
Figure 3,3D,PIEZO,sheet piezo,SRCNN_3D_proxy,SRCNN 3D proxy,800,800,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.0149235599982727,1.2786832319429728,1.0002578450350008,0.6472222222222223,3.8494013281935793,0.8212105102929353
Figure 3,3D,US,ultrasound,SRCNN_3D_proxy,SRCNN 3D proxy,800,800,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.7652532073137963,0.8534448567442127,0.7149509175874561,0.05370678327995393,0.29805126812297866,0.7986167935187544
Figure 3,3D,MMP,soft MMP,direct_scalar_regression,direct scalar regression,800,800,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.4015279367826883,1.6396280173235043,0.9582124451228883,0.7914562289562289,4.218116460599722,0.45522714720908386
Figure 3,3D,PIEZO,sheet piezo,direct_scalar_regression,direct scalar regression,800,800,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.0858640927544518,1.2527856886663418,0.7695507256264159,0.7668700897867564,4.320623783317422,0.34370787886610876
Figure 3,3D,US,ultrasound,direct_scalar_regression,direct scalar regression,800,800,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.458608822899118,1.728655633345368,0.9979637087008855,0.7644500561167229,4.125740970843597,0.4798810075735781
Figure 3,3D,MMP,soft MMP,unet_3d,3D U-Net,800,800,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6281518066881755,0.6773791877898544,0.5943570777725093,0.04161534039582804,0.22271248659686257,0.8800557753234978
Figure 3,3D,PIEZO,sheet piezo,unet_3d,3D U-Net,800,800,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.016130513788662,1.2857211409606997,1.0056472509221657,0.6491161616161616,3.8764915924624996,0.8212105102929353
Figure 3,3D,US,ultrasound,unet_3d,3D U-Net,800,800,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.804315227201624,0.8744658263041626,0.7440288389411804,0.058441631764802326,0.313930459994503,0.7986167935187544
Figure 3,3D,MMP,soft MMP,kernel_gp,kernel GP,800,800,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.49480784495345753,0.5339982451610843,0.3155959788913387,0.8925089307711258,1.2493223375748719,0.9356028159306848
Figure 3,3D,PIEZO,sheet piezo,kernel_gp,kernel GP,800,800,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6074433276440803,0.835018870738363,0.45215891279657644,0.9051066217732886,2.7262975836740275,0.9588478085047406
Figure 3,3D,US,ultrasound,kernel_gp,kernel GP,800,800,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6105173995290835,0.678930727298452,0.3950822974028139,0.853942541950672,1.3816110311004879,0.969279688619634
Figure 3,3D,MMP,soft MMP,vanilla_3d_diffusion,vanilla 3D diffusion,800,2400,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5198049183694052,0.5489074469637277,0.32245056150335394,0.921422558922559,1.8000042834135295,0.5816361082754525
Figure 3,3D,PIEZO,sheet piezo,vanilla_3d_diffusion,vanilla 3D diffusion,800,2400,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6149139506831631,0.9461192650371795,0.4439815739146361,0.8920084996304509,2.24387036068334,0.965120411995412
Figure 3,3D,US,ultrasound,vanilla_3d_diffusion,vanilla 3D diffusion,800,2400,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.4974625803551728,0.5353399534958219,0.3126352523920835,0.919402356902357,1.8354747542032919,0.7653517551058536
Figure 3,3D,MMP,soft MMP,dps_inverse_diffusion,DPS inverse diffusion,800,800,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.4024724844846343,0.4440001493022314,0.25871006734050633,0.8585030522022391,0.9734366914471816,0.9238788238788238
Figure 3,3D,PIEZO,sheet piezo,dps_inverse_diffusion,DPS inverse diffusion,800,800,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.4207029660103598,0.5833294268002605,0.3250363419133458,0.912030022446689,2.207220645956016,0.9959051424269704
Figure 3,3D,US,ultrasound,dps_inverse_diffusion,DPS inverse diffusion,800,800,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.452941183996231,0.5107738675290585,0.29981325474648296,0.8142651104541349,1.0652425267950703,0.9635620779746464
Figure 3,3D,MMP,soft MMP,eapp_only_diffusion,Eapp-only diffusion,800,800,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.4787793294683094,0.5141477595829527,0.29546079632105227,0.9143167789001123,1.6730833325852512,0.4990942028985508
Figure 3,3D,PIEZO,sheet piezo,eapp_only_diffusion,Eapp-only diffusion,800,800,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.7261128503615774,1.1127953511503614,0.5308551783897606,0.8758879444855054,2.24436496876632,0.9413277046439732
Figure 3,3D,US,ultrasound,eapp_only_diffusion,Eapp-only diffusion,800,800,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.4520448899296779,0.5079228121601945,0.2968342229359147,0.9275112233445566,1.8186239168713598,0.7431768527732977
Figure 3,3D,MMP,soft MMP,op_conditioned_diffusion_ours,operator-conditioned diffusion,800,2400,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.19898659339284983,0.25880597163527724,0.1293505609506413,0.9354744942651448,0.8960686654058483,1.0
Figure 3,3D,PIEZO,sheet piezo,op_conditioned_diffusion_ours,operator-conditioned diffusion,800,2400,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6064920454743168,0.7180577929275944,0.33032521148866506,0.8973079370945223,2.068277415107888,0.8123646967720154
Figure 3,3D,US,ultrasound,op_conditioned_diffusion_ours,operator-conditioned diffusion,800,2400,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.2286023550253746,0.28482427935347143,0.14335916931927875,0.9375070145903479,0.9270501146223108,0.9945945945945946
Figure 3,3D,MMP,soft MMP,SRCNN_3D_proxy,SRCNN 3D proxy,1200,1200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6486896638897519,0.678040021216804,0.6025235650981834,0.04919109797158572,0.22765839997399054,0.8800557753234978
Figure 3,3D,PIEZO,sheet piezo,SRCNN_3D_proxy,SRCNN 3D proxy,1200,1200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.0086983519028587,1.2688529551852858,0.9938913709862905,0.6585858585858586,3.814158648389118,0.8212105102929353
Figure 3,3D,US,ultrasound,SRCNN_3D_proxy,SRCNN 3D proxy,1200,1200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.7462570157626893,0.8282147918670874,0.6956457974874717,0.06507041964359028,0.2977426127055196,0.7986167935187544
Figure 3,3D,MMP,soft MMP,direct_scalar_regression,direct scalar regression,1200,1200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.4039539777878234,1.6360460359712514,0.9563765033284934,0.7971380471380471,4.196738574722592,0.45522714720908386
Figure 3,3D,PIEZO,sheet piezo,direct_scalar_regression,direct scalar regression,1200,1200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.0792037587084613,1.243154507362004,0.764652663843461,0.7782337261503928,4.281066889252948,0.34370787886610876
Figure 3,3D,US,ultrasound,direct_scalar_regression,direct scalar regression,1200,1200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.4224011829531353,1.677552046001841,0.9710166711099592,0.7758136924803593,4.121468443134847,0.4798810075735781
Figure 3,3D,MMP,soft MMP,unet_3d,3D U-Net,1200,1200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6265064388369339,0.6784093413563298,0.5960864518049973,0.035933522214009916,0.22807133260560944,0.8800557753234978
Figure 3,3D,PIEZO,sheet piezo,unet_3d,3D U-Net,1200,1200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,1.0111090914804257,1.2725020745463596,0.9962646239373211,0.6576388888888889,3.799946023558761,0.8212105102929353
Figure 3,3D,US,ultrasound,unet_3d,3D U-Net,1200,1200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.7423212429248922,0.8052462361590031,0.6845242470582198,0.058441631764802326,0.2965571148065132,0.7986167935187544
Figure 3,3D,MMP,soft MMP,kernel_gp,kernel GP,1200,1200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.47752087537857374,0.5128415897551657,0.30375526353862875,0.9010316580438531,1.23884566100068,0.9356028159306848
Figure 3,3D,PIEZO,sheet piezo,kernel_gp,kernel GP,1200,1200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.596826311722083,0.8016687735973167,0.4395980236180808,0.9107884399551067,2.7131857895331493,0.9588478085047406
Figure 3,3D,US,ultrasound,kernel_gp,kernel GP,1200,1200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5700573495146068,0.6315815203323638,0.3684104059062519,0.8653061783143084,1.3354193933542056,0.969279688619634
Figure 3,3D,MMP,soft MMP,vanilla_3d_diffusion,vanilla 3D diffusion,1200,3600,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.5145059202909217,0.545733893777967,0.32086175364257763,0.921422558922559,1.801090547344093,0.5816361082754525
Figure 3,3D,PIEZO,sheet piezo,vanilla_3d_diffusion,vanilla 3D diffusion,1200,3600,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6183290487069898,0.9529429154354185,0.44725193441544037,0.8778039541759054,2.2452244882596633,0.965120411995412
Figure 3,3D,US,ultrasound,vanilla_3d_diffusion,vanilla 3D diffusion,1200,3600,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.4946806319897681,0.5330808527357012,0.31103247776613546,0.916561447811448,1.8365824238012607,0.7653517551058536
Figure 3,3D,MMP,soft MMP,dps_inverse_diffusion,DPS inverse diffusion,1200,1200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.40101897176575385,0.44389573378244407,0.2587514669796546,0.8670257794749664,0.9991220663926881,0.9238788238788238
Figure 3,3D,PIEZO,sheet piezo,dps_inverse_diffusion,DPS inverse diffusion,1200,1200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.42147567462118607,0.5843033238221704,0.325760538522504,0.9177118406285071,2.2140272579185987,0.9959051424269704
Figure 3,3D,US,ultrasound,dps_inverse_diffusion,DPS inverse diffusion,1200,1200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.44269543352956403,0.492868842680043,0.29071015238251197,0.817106019545044,1.0325397619305585,0.9635620779746464
Figure 3,3D,MMP,soft MMP,eapp_only_diffusion,Eapp-only diffusion,1200,1200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.48084695044328624,0.5164703271265896,0.297205913358482,0.9143167789001123,1.691591980390127,0.4990942028985508
Figure 3,3D,PIEZO,sheet piezo,eapp_only_diffusion,Eapp-only diffusion,1200,1200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.7219612012771314,1.106709028304597,0.5287901886184501,0.8844106717582327,2.223163438577375,0.9413277046439732
Figure 3,3D,US,ultrasound,eapp_only_diffusion,Eapp-only diffusion,1200,1200,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.4219092516093946,0.47777010567537775,0.27835754144836383,0.9246703142536475,1.7061907363505873,0.7431768527732977
Figure 3,3D,MMP,soft MMP,op_conditioned_diffusion_ours,operator-conditioned diffusion,1200,3600,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.201608292722731,0.26046255272112356,0.13031967398909536,0.9383154033560539,0.8997134956556327,1.0
Figure 3,3D,PIEZO,sheet piezo,op_conditioned_diffusion_ours,operator-conditioned diffusion,1200,3600,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.6105420087288536,0.7194637359554693,0.33185355675887124,0.8973079370945223,2.076690297265883,0.8123646967720154
Figure 3,3D,US,ultrasound,op_conditioned_diffusion_ours,operator-conditioned diffusion,1200,3600,20260606,352,fast_surrogate_curve_anchorable_to_existing_depth_metrics+full_endpoint_anchor_depth_metrics,0.22449853641705572,0.2805349790181589,0.14182257841074566,0.9375070145903479,0.9308209643699819,0.9945945945945946
