figure,dimension,device,device_label,model,model_label,train_N_per_device,train_N_total,train_unique_cases,unique_source_cases_available,sampling_mode,seed,n_test_cases,evidence_level,MAE_kPa,RMSE_kPa,SSIM_proxy,CRPS_kPa,Cov90,Width90_kPa,calibrated_score
Figure 2,2D,US,ultrasound,U-Net,U-Net,100,100,100,207,without_replacement,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,12.54622813273447,22.915293888979768,0.5772594665208046,10.552552153598052,0.76015625,30.492517851426413,14.300739723171557
Figure 2,2D,MMP,soft MMP,vanilla_diffusion,vanilla diffusion,100,300,100,207,without_replacement,20260607,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,6.552371589122932,33.80801374499527,0.4745243512294544,21.01346030266262,1.0,193.2249242573266,29.78868375280023
Figure 2,2D,PIEZO,sheet piezo,vanilla_diffusion,vanilla diffusion,100,300,100,207,without_replacement,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,57.73528397042231,62.4651596702105,0.18124995904424127,36.85869605515293,0.9264756944444444,193.2249242573266,59.26386570748644
Figure 2,2D,US,ultrasound,vanilla_diffusion,vanilla diffusion,100,300,100,207,without_replacement,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,59.54023730175682,64.85665373496337,0.1615996835430958,38.32753329136755,0.9034722222222222,193.2249242573266,59.746974236832365
Figure 2,2D,MMP,soft MMP,DPS_inverse_diffusion,DPS inverse diffusion,100,100,100,207,without_replacement,20260607,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,4.659787695401336,7.551272470947256,-0.16116023678409108,3.544806893460523,0.8098090277777777,11.047229840267304,5.0800584779987314
Figure 2,2D,PIEZO,sheet piezo,DPS_inverse_diffusion,DPS inverse diffusion,100,100,100,207,without_replacement,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,6.535175786114867,10.483805685010802,0.676740171336166,5.143582325346742,0.7941840277777777,18.76947455378207,7.226701765565737
Figure 2,2D,US,ultrasound,DPS_inverse_diffusion,DPS inverse diffusion,100,100,100,207,without_replacement,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,13.084863620853735,22.055440998123487,0.4520880650132461,10.988436702881897,0.6939236111111111,27.512024124653138,15.781345064942865
Figure 2,2D,MMP,soft MMP,operator_conditioned_diffusion,operator-conditioned diffusion,100,300,100,207,without_replacement,20260607,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,3.24909390986996,11.130982812127936,0.7435789185642153,5.251591191464478,0.9105902777777778,32.72363913133693,6.11650439614974
Figure 2,2D,PIEZO,sheet piezo,operator_conditioned_diffusion,operator-conditioned diffusion,100,300,100,207,without_replacement,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,9.023280593991384,14.98027142754156,0.591356213004198,7.371517828415982,0.8296875,32.72363913133693,9.657730010756403
Figure 2,2D,US,ultrasound,operator_conditioned_diffusion,operator-conditioned diffusion,100,300,100,207,without_replacement,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,8.9446709332269,15.248007558237813,0.5752455423972826,7.403013479601335,0.8288194444444444,32.72363913133693,9.581357579515622
Figure 2,2D,MMP,soft MMP,SRCNN,SRCNN,200,200,110,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,2.799934672438389,5.441681523404727,0.44391478248298333,2.222651017656219,0.8862847222222222,9.860099183295361,2.8383365542305126
Figure 2,2D,PIEZO,sheet piezo,SRCNN,SRCNN,200,200,110,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,6.699857547466872,10.066575278574062,0.6662469821718182,5.144144994763144,0.8847222222222222,28.196472137905356,6.802216482219839
Figure 2,2D,US,ultrasound,SRCNN,SRCNN,200,200,110,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,9.15985206565315,13.56524648075647,0.6194600362855767,7.172371287421682,0.8891493055555556,42.708419913737366,9.259242821573865
Figure 2,2D,MMP,soft MMP,U-Net,U-Net,200,200,110,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,9.173375563368161,4.944983777168,0.7510965707590321,2.0633988483200945,0.8383680555555556,6.839190382917481,2.8041492218840776
Figure 2,2D,PIEZO,sheet piezo,U-Net,U-Net,200,200,110,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,5.308676782825936,8.694175041015178,0.7419065182299799,4.229827254786345,0.8068576388888888,16.080618839322568,5.80313947275408
Figure 2,2D,US,ultrasound,U-Net,U-Net,200,200,110,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,15.557891574120827,37.644030158934676,0.6072142404273227,13.943233525469696,0.7205729166666667,26.014812550525363,18.34939868208157
Figure 2,2D,MMP,soft MMP,vanilla_diffusion,vanilla diffusion,200,600,110,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,6.973276666438638,34.285398700031145,0.29882455089618515,21.3010903872244,0.9997395833333333,194.3142270767695,31.69471591402444
Figure 2,2D,PIEZO,sheet piezo,vanilla_diffusion,vanilla diffusion,200,600,110,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,57.51758371183918,62.17423599730017,0.1870383302603928,36.66761372892887,0.9316840277777778,194.3142270767695,59.33997243187574
Figure 2,2D,US,ultrasound,vanilla_diffusion,vanilla diffusion,200,600,110,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,59.62854530440148,64.89883511636745,0.16530907396060224,38.3551552865278,0.90703125,194.3142270767695,60.04780851357304
Figure 2,2D,MMP,soft MMP,DPS_inverse_diffusion,DPS inverse diffusion,200,200,110,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,2.704890801425889,4.895385166103283,-0.04968076570576685,2.113323755374341,0.8145833333333333,6.328579589867324,2.9359335573810172
Figure 2,2D,PIEZO,sheet piezo,DPS_inverse_diffusion,DPS inverse diffusion,200,200,110,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,5.018432159692937,8.154680136184748,0.7497397590334451,3.9878993184138007,0.7819444444444444,13.882200900611085,5.6108859563233535
Figure 2,2D,US,ultrasound,DPS_inverse_diffusion,DPS inverse diffusion,200,200,110,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,13.74149102633389,30.93383696977516,0.6143287374140274,12.270900444394503,0.7241319444444444,22.15327088052305,16.158180333569348
Figure 2,2D,MMP,soft MMP,operator_conditioned_diffusion,operator-conditioned diffusion,200,600,110,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,2.458458838039045,8.10050209386405,0.8149700872240333,4.198096963807307,0.9394097222222222,32.561418097506404,4.760095087470571
Figure 2,2D,PIEZO,sheet piezo,operator_conditioned_diffusion,operator-conditioned diffusion,200,600,110,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,8.119709690344667,12.868043255493053,0.671779685130939,6.589890104188963,0.8392361111111111,32.561418097506404,8.613094827778804
Figure 2,2D,US,ultrasound,operator_conditioned_diffusion,operator-conditioned diffusion,200,600,110,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,8.008446960865657,13.356823372814034,0.6557002723739906,6.673454637247083,0.8381944444444445,32.561418097506404,8.503413474419158
Figure 2,2D,MMP,soft MMP,SRCNN,SRCNN,500,500,155,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,1.8146799197408041,4.395198898835824,0.510081191857772,1.6057908921391726,0.8706597222222222,6.573403039233066,1.8679231326637549
Figure 2,2D,PIEZO,sheet piezo,SRCNN,SRCNN,500,500,155,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,6.768242574783312,10.13243285207388,0.7008265035175799,5.264503907627694,0.8498263888888888,26.202467353682096,7.107829745636155
Figure 2,2D,US,ultrasound,SRCNN,SRCNN,500,500,155,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,9.550321088478118,14.18155147033228,0.5985043268174629,7.433213516531482,0.8654513888888888,41.24417416333431,9.88027141775019
Figure 2,2D,MMP,soft MMP,U-Net,U-Net,500,500,155,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,6.186676417981987,4.0484408462931905,0.8065750332175534,1.4771924275343098,0.8319444444444445,4.133715041542748,1.9026075408848198
Figure 2,2D,PIEZO,sheet piezo,U-Net,U-Net,500,500,155,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,4.762567645777156,8.352460792538613,0.774994564213081,4.00041138589997,0.7694444444444445,12.249629594798416,5.384347310642506
Figure 2,2D,US,ultrasound,U-Net,U-Net,500,500,155,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,17.41256130086219,50.73744933306273,0.651347567371001,16.07364645302104,0.7261284722222222,22.495718223045106,20.44010993676731
Figure 2,2D,MMP,soft MMP,vanilla_diffusion,vanilla diffusion,500,1500,155,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,7.48197541916905,37.78154945702668,0.3311901752823576,22.80904482905382,0.9991319444444444,195.83383755389517,33.9880475582188
Figure 2,2D,PIEZO,sheet piezo,vanilla_diffusion,vanilla diffusion,500,1500,155,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,56.92218597036991,61.69015046900621,0.18814134298681237,36.283077167101226,0.9332465277777777,195.83383755389517,58.81465100740564
Figure 2,2D,US,ultrasound,vanilla_diffusion,vanilla diffusion,500,1500,155,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,59.35904928696212,64.76886450447024,0.16401923470656857,38.190701742937215,0.9077256944444444,195.83383755389517,59.8176391642659
Figure 2,2D,MMP,soft MMP,DPS_inverse_diffusion,DPS inverse diffusion,500,500,155,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,1.8808407880465243,4.082479117579071,-0.01787555999863899,1.5721708661880263,0.7746527777777777,3.647899223444666,2.1165989562704115
Figure 2,2D,PIEZO,sheet piezo,DPS_inverse_diffusion,DPS inverse diffusion,500,500,155,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,4.675134105657959,8.306162490098783,0.7680844908205542,3.9632726889425727,0.7475694444444444,10.096804094440866,5.387767394680127
Figure 2,2D,US,ultrasound,DPS_inverse_diffusion,DPS inverse diffusion,500,500,155,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,13.958247442245638,37.80560197131884,0.68106845587209,12.723917241313798,0.7145833333333333,17.535236555230323,16.54633915549535
Figure 2,2D,MMP,soft MMP,operator_conditioned_diffusion,operator-conditioned diffusion,500,1500,155,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,2.218658583808316,7.401429256591908,0.8462168284659315,3.964633358318285,0.9559895833333333,33.78645167048771,4.364314336612817
Figure 2,2D,PIEZO,sheet piezo,operator_conditioned_diffusion,operator-conditioned diffusion,500,1500,155,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,8.442001857106533,13.219350323016664,0.6833822752023668,6.767855246739844,0.8488715277777777,33.78645167048771,8.873628514557552
Figure 2,2D,US,ultrasound,operator_conditioned_diffusion,operator-conditioned diffusion,500,1500,155,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,8.327202951153797,13.688991430583808,0.6612945098170111,6.859913046795352,0.84296875,33.78645167048771,8.802113744461789
Figure 2,2D,MMP,soft MMP,SRCNN,SRCNN,1000,1000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,1.6027028056298478,4.123679890875286,0.5163578600709737,1.441363167084238,0.88125,5.786645075252701,1.6327534832354076
Figure 2,2D,PIEZO,sheet piezo,SRCNN,SRCNN,1000,1000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,6.2660268360183595,9.360049092526035,0.7084001229412357,4.832673349108635,0.8590277777777777,24.39650151463275,6.522759879994113
Figure 2,2D,US,ultrasound,SRCNN,SRCNN,1000,1000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,9.26226636764801,14.299282813867675,0.6217945293494297,7.370213149238091,0.8438368055555555,37.3986365659177,9.782464834650463
Figure 2,2D,MMP,soft MMP,U-Net,U-Net,1000,1000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,4.896263829103486,3.7049995544909584,0.8220438763380452,1.2746085715509539,0.8048611111111111,3.015527199285401,1.5439455534839515
Figure 2,2D,PIEZO,sheet piezo,U-Net,U-Net,1000,1000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,4.920455095072952,9.141760257150922,0.749221808764204,4.328315033377408,0.7283854166666667,9.665271399170418,5.764876946024273
Figure 2,2D,US,ultrasound,U-Net,U-Net,1000,1000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,20.003213837628717,59.74611059837587,0.6677990481700493,18.855264250595283,0.6828125,17.55855139722594,24.347661842988707
Figure 2,2D,MMP,soft MMP,vanilla_diffusion,vanilla diffusion,1000,3000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,8.177487028832056,41.59756401897344,0.33904723155413213,24.52844947695888,0.9895833333333334,197.174551900943,36.82480243443397
Figure 2,2D,PIEZO,sheet piezo,vanilla_diffusion,vanilla diffusion,1000,3000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,58.58178332522766,62.53794786236701,0.2003466562042241,37.07617679017361,0.9501736111111111,197.174551900943,61.521042939983005
Figure 2,2D,US,ultrasound,vanilla_diffusion,vanilla diffusion,1000,3000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,61.19775506709094,65.70400685113803,0.1752799588185094,39.097350325305925,0.9288194444444444,197.174551900943,62.96144036937167
Figure 2,2D,MMP,soft MMP,DPS_inverse_diffusion,DPS inverse diffusion,1000,1000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,1.6474687109043828,3.8518398091562323,-0.014228076034698778,1.431947795941271,0.75,2.7088432067084067,1.8945890175400402
Figure 2,2D,PIEZO,sheet piezo,DPS_inverse_diffusion,DPS inverse diffusion,1000,1000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,4.8769458828723655,9.25743001545369,0.7512176877001584,4.294298068101347,0.7103298611111111,7.799252762237619,5.801956885830362
Figure 2,2D,US,ultrasound,DPS_inverse_diffusion,DPS inverse diffusion,1000,1000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,14.328135030128932,40.058961859923016,0.6927427300878565,13.312451593141938,0.66640625,13.432119935214077,17.675097822323114
Figure 2,2D,MMP,soft MMP,operator_conditioned_diffusion,operator-conditioned diffusion,1000,3000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,2.2799343440004813,7.527883940917919,0.8396163335780235,4.009152861989555,0.95234375,33.22343373556644,4.469365569129759
Figure 2,2D,PIEZO,sheet piezo,operator_conditioned_diffusion,operator-conditioned diffusion,1000,3000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,8.36316791198328,13.087522016916745,0.6866409151775991,6.737900318794091,0.8309895833333333,33.22343373556644,8.940313614242545
Figure 2,2D,US,ultrasound,operator_conditioned_diffusion,operator-conditioned diffusion,1000,3000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,8.310960352976487,13.564129299726735,0.668555419201608,6.853788642651681,0.8259548611111112,33.22343373556644,8.92634656661268
Figure 2,2D,MMP,soft MMP,SRCNN,SRCNN,2000,2000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,1.540114822273324,4.027776518071871,0.5198158140947393,1.3862002403298541,0.8555555555555555,4.659136573384416,1.6085643699299164
Figure 2,2D,PIEZO,sheet piezo,SRCNN,SRCNN,2000,2000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,6.28205911622586,9.791176889976619,0.6851566325304317,4.973112427339827,0.8220486111111112,22.23390447016748,6.771754349417771
Figure 2,2D,US,ultrasound,SRCNN,SRCNN,2000,2000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,9.361584058097435,14.90815868992034,0.6222578215463952,7.5225828057882875,0.8322916666666667,35.29011164310866,9.995441312031117
Figure 2,2D,MMP,soft MMP,U-Net,U-Net,2000,2000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,4.562859258634847,3.5046985065813967,0.830403487155876,1.2021592949174282,0.78046875,2.3233064332800923,1.4708597462501025
Figure 2,2D,PIEZO,sheet piezo,U-Net,U-Net,2000,2000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,5.234524456297397,10.340360685281137,0.7329801510350769,4.713618450970583,0.7210069444444445,7.94248160938791,6.17146798311035
Figure 2,2D,US,ultrasound,U-Net,U-Net,2000,2000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,25.479638514385705,79.94955858603727,0.676462941985036,24.439223282542944,0.6458333333333334,13.624581727212197,31.955713303458737
Figure 2,2D,MMP,soft MMP,vanilla_diffusion,vanilla diffusion,2000,6000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,8.297845712408229,43.12215897319517,0.37070160780790673,25.078341711984812,0.9825520833333333,193.0738526811963,37.12566706422467
Figure 2,2D,PIEZO,sheet piezo,vanilla_diffusion,vanilla diffusion,2000,6000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,56.749214384809484,61.10306568641694,0.19895072639560274,36.06046233238727,0.9387152777777777,193.0738526811963,58.94627598338804
Figure 2,2D,US,ultrasound,vanilla_diffusion,vanilla diffusion,2000,6000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,59.61754808617944,64.79618122994746,0.16756523052086555,38.34643128407073,0.9073784722222222,193.0738526811963,60.05743450869032
Figure 2,2D,MMP,soft MMP,DPS_inverse_diffusion,DPS inverse diffusion,2000,2000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,1.5228375588335752,3.6747451584877386,-0.008058042690515799,1.377295310168004,0.6939236111111111,1.847676097177995,1.8366584238223695
Figure 2,2D,PIEZO,sheet piezo,DPS_inverse_diffusion,DPS inverse diffusion,2000,2000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,5.122702280726623,10.297580077306945,0.7381358878500796,4.648781598843276,0.6738715277777778,5.999498737253964,6.281091121116628
Figure 2,2D,US,ultrasound,DPS_inverse_diffusion,DPS inverse diffusion,2000,2000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,16.02790132675521,47.937620143724416,0.6968776191625133,15.155267641328873,0.6173611111111111,10.234492642014573,20.55800954897005
Figure 2,2D,MMP,soft MMP,operator_conditioned_diffusion,operator-conditioned diffusion,2000,6000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,2.220429276598884,7.254101622948936,0.8414976259395074,3.9179046202538923,0.9475694444444445,32.61997718154774,4.33296997436887
Figure 2,2D,PIEZO,sheet piezo,operator_conditioned_diffusion,operator-conditioned diffusion,2000,6000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,8.414984632692866,13.059499560053773,0.6780248192543885,6.716102661237264,0.84140625,32.61997718154774,8.908050138514714
Figure 2,2D,US,ultrasound,operator_conditioned_diffusion,operator-conditioned diffusion,2000,6000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,8.43263152875959,13.586348529353645,0.6578387532137253,6.865375665761505,0.8352430555555556,32.61997718154774,8.978702980187945
Figure 2,2D,MMP,soft MMP,SRCNN,SRCNN,5000,5000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,1.3950078392019256,3.6802946823357425,0.5236489317977003,1.2666494763016891,0.8431423611111111,3.8100415146574558,1.4743246911704377
Figure 2,2D,PIEZO,sheet piezo,SRCNN,SRCNN,5000,5000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,5.520196103494604,9.0035507251175,0.7082198444286587,4.457239652913866,0.8356770833333333,20.560385546505866,5.875271217443347
Figure 2,2D,US,ultrasound,SRCNN,SRCNN,5000,5000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,9.661611607498193,16.522143680388005,0.6570460052044134,8.046560759774668,0.8186631944444445,33.63814601677014,10.447456232170572
Figure 2,2D,MMP,soft MMP,U-Net,U-Net,5000,5000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,4.091916431423961,3.1182061796304335,0.8386347764856992,1.095061968163266,0.7582465277777778,1.709441774685244,1.3452316148130643
Figure 2,2D,PIEZO,sheet piezo,U-Net,U-Net,5000,5000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,5.551325579075446,11.746206334720146,0.7046565862716834,5.149487836560793,0.7173611111111111,6.724585674324509,6.565213514698254
Figure 2,2D,US,ultrasound,U-Net,U-Net,5000,5000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,30.90770608655059,99.47105006104772,0.6763213579274095,30.042057752918613,0.5956597222222222,10.365433013847172,40.31416594240532
Figure 2,2D,MMP,soft MMP,vanilla_diffusion,vanilla diffusion,5000,15000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,9.225315247668403,48.55489927084658,0.37726879254015533,27.806156553648666,0.9573784722222223,193.6934363510953,40.31547583286194
Figure 2,2D,PIEZO,sheet piezo,vanilla_diffusion,vanilla diffusion,5000,15000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,57.596933546837086,61.286247976621375,0.21429470925627495,36.38154894872137,0.95703125,193.6934363510953,60.88175866318014
Figure 2,2D,US,ultrasound,vanilla_diffusion,vanilla diffusion,5000,15000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,60.67499738310466,65.15687240428247,0.17806920101633542,38.813867111782685,0.9250868055555556,193.6934363510953,62.19713924453845
Figure 2,2D,MMP,soft MMP,DPS_inverse_diffusion,DPS inverse diffusion,5000,5000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,1.4838549953060332,3.4963477604088298,-0.004119943699131601,1.3684403972951549,0.6050347222222222,1.275158801160592,1.9215406961784205
Figure 2,2D,PIEZO,sheet piezo,DPS_inverse_diffusion,DPS inverse diffusion,5000,5000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,5.399988272809119,11.276195587434286,0.7232944932299756,5.016747952188041,0.671875,4.695279836032046,6.631860597543699
Figure 2,2D,US,ultrasound,DPS_inverse_diffusion,DPS inverse diffusion,5000,5000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,17.192022963119193,53.822008100050425,0.6878107525158338,16.476744800711234,0.5775173611111111,7.8798815442736645,22.736151896104243
Figure 2,2D,MMP,soft MMP,operator_conditioned_diffusion,operator-conditioned diffusion,5000,15000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,2.1699250615145043,7.184185907501581,0.8467136220192304,3.9087163337584685,0.9576388888888889,33.80147585958982,4.275117534958701
Figure 2,2D,PIEZO,sheet piezo,operator_conditioned_diffusion,operator-conditioned diffusion,5000,15000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,8.424397326259,12.970548875231131,0.6864107359257301,6.709398347114998,0.846875,33.80147585958982,8.87194343421651
Figure 2,2D,US,ultrasound,operator_conditioned_diffusion,operator-conditioned diffusion,5000,15000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,8.368965116498867,13.50505152829833,0.6658144653802134,6.839404871564335,0.8418402777777778,33.80147585958982,8.85570180296191
Figure 2,2D,MMP,soft MMP,SRCNN,SRCNN,10000,10000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,1.222217839746681,3.1367710833383917,0.5282172899165432,1.108349839242445,0.8389756944444444,3.23757111166465,1.2968028346548337
Figure 2,2D,PIEZO,sheet piezo,SRCNN,SRCNN,10000,10000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,5.062413618642709,8.355975873619917,0.7416421629926445,4.081154309826511,0.8502604166666666,19.371710417037754,5.314215962694989
Figure 2,2D,US,ultrasound,SRCNN,SRCNN,10000,10000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library,10.602297542191584,18.814492484507415,0.653967243228645,8.929766263334125,0.7935763888888889,30.94663704293054,11.730632332706069
Figure 2,2D,MMP,soft MMP,U-Net,U-Net,10000,10000,162,207,bootstrap_with_replacement_effective_N,20260607,45,priority1_learning_curve_by_N_from_available_2d_library+mmp_full_endpoint_anchor,3.5912720539809286,2.763952344633612,0.8417460663727739,0.9693053336289453,0.7302951388888889,1.2834519951823942,1.2095465009227364
